text,speaker
 This isn’t a political statement of us wearing these masks,Joe Biden
" For God’s sake, it’s a patriotic duty",Joe Biden
"The reason you’re wearing the mask is not to save yourself, but to save your neighbor, the person across from you, the person who you’re next to",Joe Biden
 But still Donald Trump refuses to listen to the science,Joe Biden
 He’s politicized the race for vaccine as well,Joe Biden
" Instead of planning for its safe, equitable, and free distribution, what’s he doing? He’s talking about things that are just not in the rumble possibility, “We’ll have this by September",Joe Biden
 We’ll have it by…” it goes on,Joe Biden
"Look folks, he refused to bring leaders, by the way, of both parties together",Joe Biden
" You know, the House of Representatives, Gwen can tell you, has already passed three major pieces of legislation, two CARES Act, and then the Heroes Act, provides all the money that is necessary to safely open schools and businesses, and do it in a way that they can stay open",Joe Biden
" But it costs money, look at all the people who’ve gone out of business, all of the small businesses",Joe Biden
"We know how to open business, we know what to do it safely, but it costs, to open our schools nationwide, it’s estimated it’ll cost $200 billion to do it safely, to provide everybody with the PPE, [inaudible 00:25:50] everybody, change the ventilation systems, make sure you have separators, make sure you are in a position where we have the sanitary conditions that are wiped down, smaller classes, more teachers",Joe Biden
" But what are we doing? The money’s already been there, they’ve already passed it",Joe Biden
" What’s happened? The President hasn’t got out of his golf bunker in his golf course in the summer, or the bunker in the White House since then to bring people together",Joe Biden
"Look, find anybody Democrat or Republican, who served in the Congress, the Senate, the House, ask them can ever remember a time when there’s been a national crisis, and this is a national crisis, but the President hasn’t brought them all together, and said, “We’re staying here until we fix this",Joe Biden
 We’re going to work it out,Joe Biden
” He hadn’t even talked to y’all,Joe Biden
"Look folks, we’re going to bring the Republicans and Democrats together, and deliver economic relief for working families, and schools, and businesses; I promise you",Joe Biden
 I know how to do this,Joe Biden
" As I said before, I’m not going to shut down the economy",Joe Biden
 I’m going to shut down the virus,Joe Biden
"Look, Donald Trump inherited a strong economy from Barack and me, but he squandered that economy, just like he squatted everything he’s inherited",Joe Biden
" Frankly I’ve dealt with guys like Trump my whole life, guys who think they’re better than you because they have a lot of money, look down on you because they live in a better home",Joe Biden
" But tell you what, we understand, we understand how this works",Joe Biden
" Folks, the people who built this country weren’t Wall Street, and investment bankers, and CEOs, they were hard working Americans, middle class folks, working class folks, who built the middle class, and unions built the middle class",Joe Biden
"We know, as Gwen said, we can build back better, with an economy that rewards work not well",Joe Biden
" Right now it rewards wealth, not work",Joe Biden
 We can do without raising taxes on any [inaudible 00:28:10] working person in the middle-class,Joe Biden
" I give you my word as a Biden, if you make less than $400,000, if I’m elected president, you’re not going to see a penny of your taxes go up, not a penny",Joe Biden
"He keeps lying about my plan, but I tell you what, I’m going to ask the wealthiest Americans and the biggest corporations, by the way 91 of the fortune 500 companies pay no tax at all, zero, zero tax",Joe Biden
 They make billions of dollars,Joe Biden
"Folks, it’s about time people start paying their fair share",Joe Biden
 It’s not a punishment,Joe Biden
 Pay your fair share,Joe Biden
" Why should a firefighter, why should a sheriff, why should a cop, why shouldn’t educator, why should a nurse pay a higher tax rate, which you do, then they pay? You do that, you pay a higher tax rate",Joe Biden
"And by the way, why should you pay more taxes than Donald Trump? 750 bucks",Joe Biden
 This guy loves talking about corruption,Joe Biden
 I’ve released 22 years of my tax returns,Joe Biden
 You can go online and see them,Joe Biden
 And guess what? He hadn’t released one single year of his tax returns,Joe Biden
" What the hell was he hiding? What’s in there? Working families and middle-class people, you need help, they need help",Joe Biden
" Particularly first-time home buyers, being able to pay for a healthcare premium, childcare, carefree for your aging loved ones",Joe Biden
"Just to get a new hot water, and I don’t know about you, but the kitchen tables I was raised around, you’re sitting there, and I can hear my dad now, “Well, we can’t get those four new tires, you’re going to have to ride on those bald tires a little while longer till we get by next month; when that hot water heater goes out, what are we going to do?” Who’s going to tell her she can’t go back to the community college because you don’t have the money",Joe Biden
" They are the conversations taking place all across America today, and what’s Trump trying to do? Raise your cost for standard of living",Joe Biden
"He’s going to be in the Supreme Court, even if we win, he’ll still be the Supreme Court, in nine days, or 10 days, asking the Supreme Court, with our new justice, who was put on the court for the purpose of destroying the Affordable Care Act, to rip it out root and branch, eliminate it all",Joe Biden
"If they get their way, 100 million Americans will lose protections for preexisting conditions, including 2",Joe Biden
"5 million Wisconsinites, 2",Joe Biden
5,Joe Biden
" So if you have diabetes, you ever had cancer, if you had breast… whatever it is, whatever your previous condition, you won’t be able to afford it because they can jack up the price beyond your capacity",Joe Biden
" Women will once again, once again, be charged more for the same health care that a man is charged for just because they’re a woman",Joe Biden
 People forget that that’s what it was before we passed the Affordable Care Act,Joe Biden
"Look, Donald Trump thinks healthcare is a privilege; I think it’s a right people should have",Joe Biden
" If we all get out and vote, we’ll not only restore Obamacare, but we’ll strengthen and build on it",Joe Biden
" So you can keep your private insurance, or you could choose a Medicare-like option that will add to Obamacare, which we tried, which we wanted to do the first time, but couldn’t get the votes",Joe Biden
" We’ll increase subsidies to lower your premiums and deductibles, out of pocket spending, and surprise billings",Joe Biden
And we will reduce the cost of prescriptions by 60%,Joe Biden
 I’m not making that up,Joe Biden
" That comes from saying, we’re going to insist, and we have the votes to do it in this next election, that Medicare can negotiate with the drug companies to say how much they’re going to be willing to pay for whatever drug they have",Joe Biden
" Look, folks, we’re going to make sure we keep the protections for people with pre-existing conditions",Joe Biden
"Meanwhile, social security, the actuary of social security has said, if Donald Trump gets reelected, he says he’s going to change social security, based on the changes he wants to make the actuary and social security said, “Social security will be bankrupt by 2023",Joe Biden
"” I’m not making this stuff up, it’s real",Joe Biden
" Folks, I’m going to protect social security, Medicare, and Medicaid",Joe Biden
 And guess what? He’s not going to be able to do it because we’re going to win this election,Joe Biden
"Look, let’s not forget how weak Donald Trump has been, and chaotic",Joe Biden
" He talks about trade policy, my God, what a disaster he’s been",Joe Biden
" Trump’s trade policy has decimated, devastated the Wisconsin dairy industry",Joe Biden
" In 2017 to 2019, Wisconsin lost 15% of its dairy farms, and last year Wisconsin lost more dairy farms in any state in the nation",Joe Biden
" Since the start of the trade war, Wisconsin has seen mass lay off surge by 25%",Joe Biden
" And even before COVID hit, Wisconsin saw big declines in manufacturing jobs",Joe Biden
"After Trump rolled out his irresponsible tax giveaways, Harley Davidson slashed 800 manufacturing jobs, repurchased almost $700 million of its own stock so the corporate heads could get and make a lot more money, and none of it went to the employees, and then shifted some of its production overseas; so much for helping",Joe Biden
"Look, my policies… Right now, by the way, the deficit with China is higher than it was in our administration",Joe Biden
" Look, at the end of the Trump tax loopholes that incentivized companies to ship jobs overseas, these new laws just got passed for real, adds 10%, I’m going to add a 10% surtax to any company to ships jobs overseas",Joe Biden
" And companies that invest and strengthen the American manufacturing, or bring jobs back home, we’re going to offer a 10% tax credit",Joe Biden
"And by the way, the president of United States awards over $600 billion in contracts a year for our military, for all the things we build, federal buildings, well it’s not a violation of any trade law, no one’s done it, but I promise you I’m going to do it; not a single solitary contract will be awarded, unless all the products used by that contractor are made in America, all of them, right here in America",Joe Biden
"And by the way, when I talk about my economic plan, it’s not some liberal think tank that talks about how good it is; Moody’s, a Wall Street major firms pointed out, after looking at my plan for the economy and his, that we will create 18",Joe Biden
"6 million jobs under the Biden plan, a trillion dollars more in GDP than Trump",Joe Biden
" Folks look, the fact is that we’re now in a situation where this President is in a-",Joe Biden
We’re now in a situation where this President is in a position that he doesn’t know what he’s doing,Joe Biden
" If you notice, if you notice what Donald Trump has spent a lot of time doing, he spent a lot of time rolling out irresponsible corporate tax cuts",Joe Biden
" In the meantime, do you realize that during this pandemic, the billionaires in America, billionaires, they’re all listed, have made over $300 billion more? $300 billion more? How about you guys? You’re all doing great, right? You got all that money",Joe Biden
" Look, folks",Joe Biden
 We’re in a situation where the President now finds himself… The thing that bothers me most about all he’s done is the way he talks about our military being suckers and losers,Joe Biden
 Think about this,Joe Biden
 A lot of you women and men served in the military,Joe Biden
 A lot of us [inaudible 00:36:58] served,Joe Biden
 My son Bo gave up the Attorney General’s job in the state of Delaware to volunteer to go to Iraq for a year,Joe Biden
" He won the Bronze Star, the conspicuous service medal",Joe Biden
 He came home with cancer after being near [inaudible 00:00:37:14],Joe Biden
 He came home anyway,Joe Biden
" He was given months to live, and guess what? He wasn’t a loser",Joe Biden
 He wasn’t a sucker,Joe Biden
" He was a patriot, just like your sons and daughters, your parents and grandparents",Joe Biden
" Look, folks",Joe Biden
" If you ever wonder, Trump keeps talking about how strong he is",Joe Biden
 He’s strong and the rest of the nations listen to him,Joe Biden
 Everybody’s afraid of him,Joe Biden
" Well, let me tell you what",Joe Biden
" He’s the first President I’m aware of in American history that six generals, including his former Chief of Staff, six of them left, resigned, and said he wasn’t fit to be Commander in Chief",Joe Biden
"General Stanley McChrystal, Special Operations Commander",Joe Biden
 He’s the guy oversaw the Bin Laden raid,Joe Biden
" Bill McRaven, and 22, he oversaw",Joe Biden
 He was a SEAL,Joe Biden
 He head up the SEALs,Joe Biden
" And 22 4-Stars have endorsed me, saying they trust me to be the next Commander in Chief of the United States Military",Joe Biden
" Folks, it’s about respect",Joe Biden
" It’s about support, and that’s why the Military Times, which his staff tried to wipe out, Military Times just wrote an article saying more active duty troops support Biden than Trump",Joe Biden
 So much for the guy who talks about what a tough guy he is and why everybody listens to him,Joe Biden
" Look, that’s why we have to support the military, and we have to make sure we considerably invest more, which I don’t have to take the time to talk to you tonight about, but invest significantly more in dealing with the Veterans Administration",Joe Biden
"While Donald Trump fails to condemn white supremacy, we can vote to deliver racial justice",Joe Biden
" Folks, a season of protest has broken out all over this nation, and protesting is not burning and looting and violence, and must never be tolerated and won’t",Joe Biden
 That’s not protesting,Joe Biden
 But those protests are cries for justice,Joe Biden
" The names of George Floyd, Breonna Taylor, Jacob Blake, they’re not going to soon be forgotten",Joe Biden
" Not by me, not by us, not by this country",Joe Biden
 We have to vote to meet the challenge of climate crisis as well,Joe Biden
" More frequent, extreme weather",Joe Biden
" Literally, the planet’s at stake",Joe Biden
 We’re told the number of years before it’s irreversible is getting narrower and narrower,Joe Biden
 The West is on fire,Joe Biden
 More forest land has been burned to the ground than the entire square miles of Rhode Island and Connecticut combined,Joe Biden
The Midwest is flooding,Joe Biden
" Here in Wisconsin, extreme weather incurs big cost for your infrastructure",Joe Biden
" Lake Michigan set a record high this past January, and the South and East hurricanes are more severe",Joe Biden
 Oceans are rising,Joe Biden
" My state’s only three feet above sea level, literally",Joe Biden
 People are worried what happens if we don’t change this,Joe Biden
" Folks, Donald Trump thinks that when you say climate change, he says hoax",Joe Biden
" Well, this stable genius, as he calls himself, also thinks that wind power causes cancer",Joe Biden
 The way to stop hurricanes coming across the warm Atlantic from Africa is to maybe drop a nuclear bomb on them,Joe Biden
" The same stable genius said the problem we had in the Revolutionary War, we didn’t have enough airports",Joe Biden
" And of the Revolutionary War, God saved the… Anyway",Joe Biden
"Look, when I hear climate change, I think the health of our children, the security of the planet, and I also think it creates jobs",Joe Biden
" Jobs here in Wisconsin, all across the country",Joe Biden
" Folks, combating climate change means saving the planet, protecting our health, and creating millions of good-paying jobs, union jobs right here in Milwaukee and all across America",Joe Biden
" We can change the path we’re on, but we have to act now, because we can’t afford four more years of Donald Trump",Joe Biden
" This election, I promise you, your grandkids are going to write about how it set the path for at least the generation here in America",Joe Biden
"You know, in 2008 and 2012, we came to y’all, Barack and me, and we asked for your help",Joe Biden
" You helped us, and each day we were in office, we worked for you and the entire country",Joe Biden
 I’m going to do that again,Joe Biden
 My 2020 campaign is a broad coalition,Joe Biden
 We welcome Democrats and Republicans and Independents,Joe Biden
" I’m running as a proud Democrat, but I’m going to govern as an American president",Joe Biden
" There will be no blue States or red States, just the United States",Joe Biden
" I’ll work as hard for those who vote against me as those who voted for me, because that’s what a president is supposed to do",Joe Biden
 The duty to care,Joe Biden
 The duty to care for everyone,Joe Biden
"Look, you too have a sacred duty to vote",Joe Biden
 It matters,Joe Biden
 Wisconsin matters,Joe Biden
" So if you haven’t already, and most of you probably have, make a plan, vote",Joe Biden
 Get out the vote,Joe Biden
" If you’ve already voted, get your mom, dad, brother, sister, neighbor",Joe Biden
 Get them to vote,Joe Biden
 Go to iwillvote,Joe Biden
com/wi,Joe Biden
" You’ve got to get it done to make sure everyone knows where to vote, when to vote",Joe Biden
" Look, a press article yesterday, speaking of Donald Trump, two days ago, actually, said, and I quote, “Never before in modern presidential politics has a candidate been so reliant on wide-scale efforts to depress the vote as Donald Trump",Joe Biden
” So let’s be careful here,Joe Biden
" Guess what? He’s not going to be able to stop us, not at all",Joe Biden
" As I said, he’ll not silence the over 85 million people who have already voted",Joe Biden
 They’ve had enough,Joe Biden
" People are coming out in droves, waiting three, four, five, six hours in other states just to vote",Joe Biden
" Let me conclude by saying I’l never forget the phrase used by President Kennedy when he decided to send us to the moon, get to the moon",Joe Biden
" He said, when asked why, he said, “We refuse to postpone",Joe Biden
 We’re the United States of America,Joe Biden
 We refuse to postpone the incredible opportunities available to the American people,Joe Biden
” I refuse to postpone the enormous possibilities we have,Joe Biden
" I’ve been around a while, but I’d never been more optimistic about America’s chances than I am today",Joe Biden
 I really mean it,Joe Biden
 There’s nothing beyond our capacity,Joe Biden
 Nothing,Joe Biden
 There’s no limit to what America can do,Joe Biden
 We’re the only country in the history of the world that’s come out of every crisis stronger than when we went in,Joe Biden
"The only thing that can tear America apart is America itself, and that’s exactly what Donald Trump has been doing from the beginning of his campaign, last time out",Joe Biden
" Dividing America, pitting Americans against one another based on race, gender, religion, national origin, ethnicity",Joe Biden
 It’s wrong,Joe Biden
 That’s not who we are,Joe Biden
 Everybody knows who Donald Trump is,Joe Biden
" Let’s let them know who we are, who we are in the last four days",Joe Biden
" We choose hope over fear, unity over division, science over fiction, and yes, truth over lies",Joe Biden
"So folks, it’s time to stand up and take back our democracy",Joe Biden
 We can do this,Joe Biden
 We’ll be better than we been,Joe Biden
" We can be who we want to be at our best, the United States of America",Joe Biden
" I promise you, we can do this",Joe Biden
 You helped me get there,Joe Biden
" I promise you, I’ll take responsibility",Joe Biden
" When I make a mistake, I’ll acknowledge it, but I will take responsibility and I won’t let you down",Joe Biden
" God bless you all, and may God protect our troops",Joe Biden
 Thank you for your patience,Joe Biden
 Thank you,Joe Biden
 Thank you,Joe Biden
 Thank you,Joe Biden
 All right,Joe Biden
" Thanks, everybody",Joe Biden
 I appreciate it,Joe Biden
 You’ve got to be freezing,Joe Biden
 All right,Joe Biden
 They’re telling me I’m going this way,Joe Biden
"Hello, hello, hello",Joe Biden
" Hello, Philadelphia",Joe Biden
 It’s great to these everyone,Joe Biden
" Thank you, thank you, thank you",Joe Biden
 I want to thank Bishop Reid,Joe Biden
 I really mean it,Joe Biden
 Sharon Baptist Church for letting us borrow your parking lot,Joe Biden
" And the DNC Vice Chair, I tell you what, that man can make a speech, can’t he? He’s pretty darn impressive",Joe Biden
" Vice Chair Blake, for all you do for our party and all you do to get out the vote",Joe Biden
 And thank you Congressman Dwight Evans for coming out and speaking today,Joe Biden
" And for all of you, all of you, all you do to fight for the people of Philadelphia and every single day in Congress",Joe Biden
" I also want to say thank you to Bishop Hunter and Reverend Mark Tyler, State Representative Morgan",Joe Biden
 Where’s Morgan,Joe Biden
 Is he … there you go,Joe Biden
 Okay,Joe Biden
 Thank you for being here,Joe Biden
 Thank you for being here,Joe Biden
" And Bishop Louis Felton, and also want to thank Sharon Baptist choir, church choir",Joe Biden
 Aren’t they great?,Joe Biden
"You know, one of the things I most enjoyed about being back on the campaign trail was meeting with the Black faith leaders all around the country",Joe Biden
" The churches I get to go to during the primaries and over 400 Black leaders, church leaders, supporting us",Joe Biden
 Almost every Sunday I’d get to sit in the pew and get inspired,Joe Biden
" I’d go to mass first early in the morning, then I go to the Black church to get some hope and some invigoration, man",Joe Biden
 I’d talked to people,Joe Biden
" I talked to people, hear what was on their minds",Joe Biden
 Pray with them,Joe Biden
" And that’s what, it was renewing",Joe Biden
" It was not about me, but our entire family",Joe Biden
 Jill would be with me and my grandkids,Joe Biden
" One of my grandkids is with me today, who’s a senior here in Philadelphia in college",Joe Biden
I also thought a lot about this campaign,Joe Biden
 It’s been unlike any other campaign in history,Joe Biden
" There’s one thing that remains the same, we have to earn our democracy",Joe Biden
 We have to get out and vote,Joe Biden
" And as my late friend John Lewis reminded us, freedom is not a state, freedom is an act",Joe Biden
 We have to defend it,Joe Biden
 We have to vote,Joe Biden
 And this is the most important election of our lifetimes,Joe Biden
 We’re at an inflection point,Joe Biden
 So we have to vote like we never did before,Joe Biden
" Every day, every day is a new reminder of how high the stakes are, of how far the other side will go to try to suppress the turnout, especially here in Philadelphia",Joe Biden
 President Trump is terrified of what will happen in Pennsylvania,Joe Biden
" He knows if the people of Pennsylvania get to have their say, if you don’t have your say, he doesn’t stand a chance",Joe Biden
"But the American people, the American people will not be silenced",Joe Biden
 Over 90 million people have already voted,Joe Biden
 Already voted,Joe Biden
 They’ve had enough,Joe Biden
 They’ve had enough,Joe Biden
" There’s too much on the line to sit it out, but we only have two more days",Joe Biden
" Two more days we can put an end to this presidency that has from the very beginning sought to divide us, to tear us apart",Joe Biden
"Folks, in two days we can put an end to a president that has failed to protect this nation",Joe Biden
" In two days, we can put and end to a presidency that fanned the flames of hate, poured gasoline on every opportunity he had all across this nation",Joe Biden
" As I said, millions of Americans have already voted",Joe Biden
" Millions more will vote in the two days ahead, but there’s still a lot of Pennsylvanians who haven’t voted yet, and we need every single one of you to get out and vote on Tuesday",Joe Biden
"My message is simple, Pennsylvania is critical in this election",Joe Biden
" I live in Delaware, but I’m a Pennsylvania boy born in Scranton",Joe Biden
" And I want to tell you, the last time Donald Trump ran he won this state by 44,000 votes",Joe Biden
 So every single vote matters,Joe Biden
" The power, the power to change this country is literally in your hands",Joe Biden
" I don’t care how hard Donald Trump tries, there is nothing, nothing he’s going to do to stop this nation from voting",Joe Biden
 No matter what he tries,Joe Biden
"And folks, when American’s vote, America will be heard",Joe Biden
" When America’s heard, I believe the message is going to be loud and clear",Joe Biden
 It’s time for Donald Trump to pack his bags and go home,Joe Biden
 Time to breathe some life back into this nation,Joe Biden
 We’re done,Joe Biden
" We’re tired of the tweets, the anger, the hate, the failure, the irresponsibility",Joe Biden
 We got a lot of work to do,Joe Biden
" I’m I elected your president, we’re going to do it and we’re going to act and we’re going to start from the very first day",Joe Biden
 We’re going to act to get COVID under control,Joe Biden
 It’s almost criminal the way he has handled it,Joe Biden
"On day one of my presidency I’m going to put in action a plan I’ve been talking about for months, masking, social distancing, testing, tracing, a plan for full and fair and free distribution of therapeutics, vaccines, when we get one",Joe Biden
 A plan to address the disproportionate way this virus … vaccines when we get a one,Joe Biden
 A plan to address the disproportionate way this virus has been hitting and devastating the black community across America,Joe Biden
"Folks, every single day we’re seeing race-based disparities in every aspect of this virus",Joe Biden
" Higher infections rates, lower access to testing, harder time quarantining safely, lower access to quality treatment when you become infected, and tragically, higher mortality rates, three times as many African Americans are dying as white Americans … when they get the virus One in 100 Black Americans, excuse me, one in 1,000 Black Americans have died from COVID-19",Joe Biden
" And if we don’t change between now and January, it’s estimated one in 500 by the end of this pandemic",Joe Biden
 That is a mass casualty event in the Black community,Joe Biden
 And it’s totally unnecessary,Joe Biden
 Totally uncalled for,Joe Biden
" My public health plan will ensure the needs of communities that are being hit the hardest by this virus are a priority, not an afterthought",Joe Biden
We’re going to have the plan to get our economy back on track,Joe Biden
" Not to get the back where we were, but to build back better, to make sure everyone is dealt in on a full scale share of the American dream",Joe Biden
 We’re going to address systemic racism and build real rural economic opportunity and equality for the Black community,Joe Biden
 The blinders have been taken off,Joe Biden
" The American people have seen, they’ve seen how bad things are",Joe Biden
" To make it easier to start a business, to buy your first home, to pursue an education after high school without being burdened with debt, to invest in HBCUs that do so much to mold Black leaders of tomorrow",Joe Biden
I mean it,Joe Biden
 It’s not just talk,Joe Biden
 I mean it,Joe Biden
 We’re going to have to deliver racial justice in America,Joe Biden
 I see in all the protests here in Philadelphia and across the country a cry for justice,Joe Biden
" Folks, protesting is not burning or looting and violence must never be tolerated",Joe Biden
 It won’t,Joe Biden
" But the names of George Floyd, Breonna Taylor, Jacob Blake, Walter Wallace Jr",Joe Biden
", they will not soon be forgotten",Joe Biden
" They will not be forgotten by me, they will not be forgotten by you, and they’ll not be forgotten by the American people because here’s what they’re going to do",Joe Biden
 They’re inspiring a new wave of justice in America,Joe Biden
" And George Floyd’s little girl, six years old, said to me when I went to be with the family … I knelt down to say hi to her and she looked at me and she said, “Daddy is going to change the world",Joe Biden
"” Daddy, that’s what she said to me",Joe Biden
 Six years old,Joe Biden
 Daddy,Joe Biden
"Look, we can change the world",Joe Biden
 Not in one fell swoop,Joe Biden
 We can change it,Joe Biden
 We all know this country has to come together,Joe Biden
" We can not afford four more years of anger, hate, and division that we’ve seen under this president",Joe Biden
" Folks, look, from the day he announced, from the moment he came down that escalator, what did he say in New York? He said, “We’re going to go out and get those rapist Mexicans",Joe Biden
” Rapist Mexicans,Joe Biden
 He put a ban on all Muslims coming to the United States,Joe Biden
 And the way he talked about the African-American community,Joe Biden
 The way he talked about the Hispanic community,Joe Biden
"Look, folks, we got to come together",Joe Biden
" I’m running as a proud Democrat, but I will govern as an American president for everybody",Joe Biden
 I will work as hard for those who don’t support me as those who do support me,Joe Biden
 I mean it,Joe Biden
" That’s the job of a president, the duty to care, the duty to care for everyone",Joe Biden
" In President Biden’s America, there will be no red states or blue states, there will only be the United States of America",Joe Biden
"Look, our faith in our country is being tested, but our faith in God is helping us through because of all of you",Joe Biden
" Thank you for your commitment to the greatest commandment, love our neighbors as ourselves",Joe Biden
 And for our dedication to never grow weary of doing good,Joe Biden
 Being with you all reminds me of that gospel hymn that inspired so many of us,Joe Biden
" When I last talked to John Lewis, as he’s dying, he reminded me of it",Joe Biden
 I don’t feel no ways tired,Joe Biden
 I’ve come too far from where I started from,Joe Biden
 Nobody told me the road would be easy,Joe Biden
 I don’t believe he brought me this far to leave me,Joe Biden
 He did not leave us,Joe Biden
 We are not tired,Joe Biden
" The road hasn’t been easy, but we’ve come too far to stop now",Joe Biden
So please vote,Joe Biden
 Get everyone you know to vote,Joe Biden
 We need to get every soul in Philadelphia to the polls,Joe Biden
" Your voice, your vote matters",Joe Biden
 Your voice deserves to be heard,Joe Biden
" And if you still have an absentee ballot, get it to a dropbox as soon as you can",Joe Biden
" Or you can vote on election day, but make a plan",Joe Biden
" And I mean it, make a plan now",Joe Biden
 Help get out the vote,Joe Biden
 Go to iwillvote,Joe Biden
com/pa,Joe Biden
"Folks, folks, you know I’ve been doing this awhile",Joe Biden
 One of the reasons I got elected in the first place in Delaware across the line was because of the folks in Pennsylvania,Joe Biden
" All the media and Pennsylvania, all the media in Delaware for the first 25 years of my career was all Philadelphia television",Joe Biden
 There wasn’t no Delaware television,Joe Biden
 And I was very happy to have the moniker of being known as Pennsylvania’s third Senator,Joe Biden
 I know Philadelphia well,Joe Biden
" I married a Philly girl, by the way",Joe Biden
" And by the way, I got my Eagles jacket on",Joe Biden
"Folks, here’s what I want to say and I’ll conclude",Joe Biden
 You’ve been here a long time,Joe Biden
 I’ll never forget when President John F,Joe Biden
" Kennedy said, when he promised that we’re going to go to the moon",Joe Biden
" He said, he said words and my colleagues in the senate always used to kid me for repeating",Joe Biden
" He said, “We’re doing it because we Americans, we refuse to postpone",Joe Biden
"” Well, I refuse to postpone the incredible opportunities available to the American people",Joe Biden
 I refuse to postpone what we can do,Joe Biden
 There’s nothing beyond the capacity of the United States of America,Joe Biden
 Nothing,Joe Biden
 There’s no limit to America’s future,Joe Biden
 The blinders have been taken off,Joe Biden
 The only thing could tear America part is America itself,Joe Biden
" And that’s exactly what Trump’s been trying to do from the very beginning, dividing America based on race, religion, gender, national origin",Joe Biden
 It’s wrong,Joe Biden
 It’s not who we are,Joe Biden
 This is not who we are,Joe Biden
 Everybody knows who Donald Trump is,Joe Biden
 Let’s keep showing them who we are,Joe Biden
"Folks, and I mean this, this is not just campaign rhetoric",Joe Biden
 We choose hope over fear,Joe Biden
 We choose unity over division,Joe Biden
" We choose science over fiction and yes, we choose truth over lies, the multiple lies he repeats",Joe Biden
 It’s time to stand up,Joe Biden
 It’s time to take back our democracy,Joe Biden
 We can do this,Joe Biden
 We’re better than this,Joe Biden
 We’re better than what we’ve been,Joe Biden
 We can be at our best,Joe Biden
 This is the United States of America,Joe Biden
 God bless you all and may God protect our troops,Joe Biden
 I love you,Joe Biden
 I love you,Joe Biden
 You brought me to the dance,Joe Biden
" Thank you, thank you, thank you",Joe Biden
 God love you all,Joe Biden
Keep the faith,Joe Biden
" Every time I walk into my grandpop’s house in Scranton, walk out the door, Bishop B’d yell, “Joey, keep the faith",Joe Biden
"” When my grandmother was alive, she’d yell, “No Joey, spread it",Joe Biden
” Let’s spread the faith,Joe Biden
"Hello, Iowa",Joe Biden
" Hello, Polk County",Joe Biden
" Hello, De Moines",Joe Biden
 Back at the state fair,Joe Biden
 God love you all,Joe Biden
 Thank you for being out here today,Joe Biden
" Folks, I want to thank Ross",Joe Biden
 Thanks for that introduction,Joe Biden
" Ross, my heart goes out to you",Joe Biden
 It really is,Joe Biden
" I know it’s hard, but you’ve been turning loss into purpose, saving lives",Joe Biden
" People who in fact ask me about my circumstances in the past said the best way to get through it is with purpose, find purpose",Joe Biden
 And you’ve done that,Joe Biden
" And Governor Tom and Christie Vilsack, my best buddies",Joe Biden
" Thank you, thank you, thank you for all you’ve done for me before, now, and God willing after",Joe Biden
" Jill and I will always be grateful, grateful for your support and your friendship",Joe Biden
" And folks, Cindy Axly, God loved her",Joe Biden
" And Amy Finkenhower, Abby Finkenhower",Joe Biden
"I tell you what, you guys are the single best Congress persons I’ve campaigned with",Joe Biden
 You need leaders like you right now,Joe Biden
 We need more of you,Joe Biden
 We need more,Joe Biden
 We’ve got to elect them both,Joe Biden
" And by the way, we need Readon in the Second District and J",Joe Biden
D,Joe Biden
 in the Fourth District,Joe Biden
 It’s time we can change things a little bit here,Joe Biden
 Right? Time to change it,Joe Biden
" I tell you what, and how about Theresa? I’ll tell you what, you have no idea how much you’re going to make my night when you win",Joe Biden
 You have no idea,Joe Biden
 And how you’re going to make everybody else’s night,Joe Biden
" You are as they say back in Scranton, you’re the real deal, kid",Joe Biden
 You’re the real deal,Joe Biden
 And you’ve never forgotten where you came from,Joe Biden
 And the I’m confident about is even going to Washington as a U,Joe Biden
S,Joe Biden
" Senator, you’re not going to forget where you came from and who you are",Joe Biden
Your values are baked in,Joe Biden
 They’re Iowa values,Joe Biden
 They’re American values,Joe Biden
" You value honor, decency, respect, and dignity",Joe Biden
 You know they all matter,Joe Biden
 They matter a lot,Joe Biden
 That’s who we are,Joe Biden
" And as we saw in the debate, where a farmer’s daughter knows a breakeven point for a price of corn, crops",Joe Biden
 You think that’d be fairly basic,Joe Biden
 That’s like my not knowing where the Delaware River was back home,Joe Biden
" Folks, but there’s something else",Joe Biden
 Theresa and I both lost our first spouses,Joe Biden
 We’ve both been single parents with young kids,Joe Biden
 We both found a way back from broken places,Joe Biden
" And we know that’s why you should elect this woman, Theresa, to the United States Senate",Joe Biden
" She sees, she understands, she believes",Joe Biden
" When she talks to you, when you talk to her, you know, and I’m not just saying this, you know she understands, she gets it",Joe Biden
Just like our good friend Tom Harkin was your Senator,Joe Biden
 Teresa will be your Senator for Iowa,Joe Biden
" Not like her opponent, who’s Donald Trump’s Senator for Donald Trump",Joe Biden
" Folks, only four days left",Joe Biden
 Millions of Americans are already voting,Joe Biden
 Millions more are going to vote by late Tuesday night,Joe Biden
" I believe, when you use your power, the power of a vote, we’re going to change the course of the country and quite frankly the world",Joe Biden
 Right here in Iowa with all of you in the final days,Joe Biden
 Please keep your sense of empowerment,Joe Biden
" Keep your sense of optimism of what we can do together, because you know we can do anything",Joe Biden
 You know how I know how hard it is,Joe Biden
" More than 200, and now I think it’s up to 30,000 people have died, Americans dead, because COVID-19",Joe Biden
"Nearly 1,700 dead right here in Iowa",Joe Biden
